"age","education.num","occupation","race","sex","hours.per.week","income","marital.statusN","educationN","workclassN","native.countryN"
20,10," Exec-managerial"," Black"," Female",9," <=50K"," Seperated"," School"," Self employed"," United-States"
38,9," Sales"," Asian-Pac-Islander"," Male",57," <=50K"," Maried"," School"," Private"," United-States"
51,3," Sales"," Asian-Pac-Islander"," Male",39," >50K"," Maried"," School"," Private"," Other"
35,9," Other-service"," Asian-Pac-Islander"," Male",39," <=50K"," Unmaried"," School"," Private"," Other"
71,15," Machine-op-inspct"," White"," Male",44," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
33,15," Prof-specialty"," White"," Male",34," >50K"," Unmaried"," Post-Graduate"," Gov"," United-States"
41,11," Protective-serv"," White"," Male",39," >50K"," Maried"," Assoc_Degree"," Private"," United-States"
54,13," Exec-managerial"," White"," Male",45," >50K"," Maried"," Bachelors"," Self employed"," United-States"
17,5," Handlers-cleaners"," White"," Male",30," <=50K"," Unmaried"," School"," Private"," United-States"
18,10," Handlers-cleaners"," White"," Female",48," <=50K"," Unmaried"," School"," Private"," United-States"
41,9," Adm-clerical"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
50,4," Transport-moving"," White"," Male",16," <=50K"," Maried"," School"," Self employed"," United-States"
44,14," Prof-specialty"," White"," Female",49," >50K"," Seperated"," Bachelors"," Private"," United-States"
31,9," Adm-clerical"," Black"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
43,9," Adm-clerical"," Black"," Female",44," <=50K"," Maried"," School"," Gov"," United-States"
45,12," Adm-clerical"," Other"," Female",39," >50K"," Maried"," Bachelors"," Private"," Other"
45,6," Other-service"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
42,9," Adm-clerical"," White"," Female",29," <=50K"," Maried"," School"," Private"," United-States"
57,8," Other-service"," White"," Female",58," >50K"," Seperated"," School"," Private"," United-States"
35,12," Other-service"," White"," Female",35," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
46,12," Prof-specialty"," White"," Male",40," >50K"," Maried"," Bachelors"," Self employed"," United-States"
36,12," Sales"," White"," Male",40," >50K"," Maried"," Bachelors"," Private"," United-States"
50,9," Tech-support"," White"," Male",48," >50K"," Seperated"," School"," Private"," United-States"
24,5," Prof-specialty"," White"," Male",29," <=50K"," Unmaried"," School"," Private"," United-States"
57,9," Exec-managerial"," Asian-Pac-Islander"," Male",35," >50K"," Maried"," School"," Self employed"," United-States"
41,15," Exec-managerial"," White"," Male",53," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
43,10," Protective-serv"," Black"," Male",39," >50K"," Maried"," School"," Private"," United-States"
17,9," Craft-repair"," White"," Male",29," <=50K"," Unmaried"," School"," Private"," United-States"
43,12," Protective-serv"," White"," Male",44," >50K"," Maried"," Bachelors"," Private"," United-States"
43,2," Machine-op-inspct"," Black"," Male",39," <=50K"," Unmaried"," School"," Private"," Other"
31,12," Sales"," White"," Male",59," <=50K"," Maried"," Bachelors"," Self employed"," United-States"
19,9," Handlers-cleaners"," Asian-Pac-Islander"," Male",34," <=50K"," Unmaried"," School"," Private"," United-States"
58,3," Craft-repair"," White"," Male",39," >50K"," Maried"," School"," Private"," Other"
45,12," Prof-specialty"," Black"," Female",39," <=50K"," Seperated"," Bachelors"," Gov"," United-States"
23,10," Adm-clerical"," White"," Female",30," <=50K"," Seperated"," School"," Private"," United-States"
27,9," Other-service"," White"," Female",19," <=50K"," Seperated"," School"," Gov"," Other"
22,10," Exec-managerial"," White"," Male",44," <=50K"," Maried"," School"," Private"," United-States"
46,8," Adm-clerical"," Black"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
44,9," Sales"," Asian-Pac-Islander"," Female",7," <=50K"," Maried"," School"," Private"," Other"
39,10," Protective-serv"," White"," Male",39," <=50K"," Maried"," School"," Gov"," United-States"
52,15," Prof-specialty"," White"," Male",59," <=50K"," Maried"," Post-Graduate"," Self employed"," United-States"
19,6," Craft-repair"," White"," Male",20," <=50K"," Unmaried"," School"," Private"," United-States"
43,12," Prof-specialty"," White"," Male",55," >50K"," Maried"," Assoc_Degree"," Self employed"," United-States"
43,12," Transport-moving"," Black"," Male",39," >50K"," Maried"," Assoc_Degree"," Private"," United-States"
37,11," Prof-specialty"," White"," Male",44," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
46,2," Handlers-cleaners"," White"," Male",44," <=50K"," Maried"," School"," Private"," Other"
51,8," Handlers-cleaners"," White"," Male",19," <=50K"," Maried"," School"," Private"," Other"
38,10," Machine-op-inspct"," White"," Male",39," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
62,9," Farming-fishing"," White"," Male",55," <=50K"," Seperated"," School"," Self employed"," United-States"
16,10," Transport-moving"," White"," Male",5," <=50K"," Unmaried"," School"," Unemployed"," United-States"
24,13," Tech-support"," White"," Male",39," >50K"," Maried"," Bachelors"," Private"," United-States"
19,9," Machine-op-inspct"," Black"," Female",21," <=50K"," Unmaried"," School"," Private"," United-States"
17,6," Farming-fishing"," White"," Male",57," <=50K"," Unmaried"," School"," Unemployed"," United-States"
37,9," Adm-clerical"," White"," Male",44," <=50K"," Maried"," School"," Private"," United-States"
22,10," Tech-support"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
62,13," Sales"," Asian-Pac-Islander"," Male",50," <=50K"," Maried"," Bachelors"," Self employed"," United-States"
57,9," Other-service"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
56,8," Craft-repair"," White"," Female",39," <=50K"," Seperated"," School"," Gov"," United-States"
24,14," Prof-specialty"," Black"," Female",39," <=50K"," Unmaried"," Post-Graduate"," Private"," United-States"
31,13," Protective-serv"," White"," Male",39," >50K"," Maried"," Bachelors"," Self employed"," United-States"
24,7," Prof-specialty"," White"," Male",40," <=50K"," Unmaried"," Assoc_Degree"," Gov"," United-States"
43,10," Prof-specialty"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
33,8," Adm-clerical"," Black"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
63,13," Sales"," White"," Female",54," <=50K"," Widowed"," Post-Graduate"," Self employed"," United-States"
65,7," Other-service"," Black"," Female",34," <=50K"," Widowed"," School"," Private"," United-States"
40,8," Sales"," White"," Male",44," >50K"," Maried"," School"," Private"," United-States"
54,14," Prof-specialty"," White"," Male",49," >50K"," Maried"," Assoc_Degree"," Self employed"," United-States"
34,11," Prof-specialty"," White"," Female",40," >50K"," Seperated"," Assoc_Degree"," Private"," United-States"
62,8," Craft-repair"," White"," Female",34," <=50K"," Unmaried"," School"," Private"," United-States"
38,3," Tech-support"," White"," Male",68," <=50K"," Maried"," School"," Self employed"," United-States"
44,3," Machine-op-inspct"," White"," Male",40," <=50K"," Seperated"," School"," Private"," Other"
38,9," Sales"," White"," Female",29," >50K"," Seperated"," School"," Gov"," United-States"
52,8," Sales"," Black"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
21,9," Adm-clerical"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
46,12," Sales"," White"," Male",49," >50K"," Maried"," School"," Self employed"," United-States"
65,14," Prof-specialty"," White"," Male",45," >50K"," Maried"," Bachelors"," Self employed"," United-States"
20,9," Handlers-cleaners"," Black"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
38,10," Prof-specialty"," White"," Female",43," <=50K"," Unmaried"," School"," Private"," United-States"
39,3," Handlers-cleaners"," White"," Male",39," <=50K"," Maried"," School"," Private"," Other"
35,10," Adm-clerical"," Black"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
28,11," Adm-clerical"," White"," Male",39," <=50K"," Unmaried"," Assoc_Degree"," Gov"," United-States"
52,8," Exec-managerial"," White"," Female",34," <=50K"," Seperated"," School"," Private"," United-States"
26,8," Transport-moving"," White"," Male",39," >50K"," Unmaried"," School"," Private"," United-States"
34,15," Farming-fishing"," White"," Male",69," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
40,9," Exec-managerial"," Asian-Pac-Islander"," Female",34," <=50K"," Widowed"," School"," Private"," United-States"
54,12," Transport-moving"," White"," Male",39," <=50K"," Maried"," Bachelors"," Private"," United-States"
45,3," Other-service"," White"," Male",49," <=50K"," Maried"," School"," Self employed"," United-States"
46,8," Sales"," White"," Male",55," <=50K"," Maried"," Bachelors"," Private"," United-States"
46,5," Transport-moving"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," Other"
32,8," Machine-op-inspct"," White"," Female",35," <=50K"," Maried"," School"," Private"," United-States"
46,9," Prof-specialty"," White"," Male",44," <=50K"," Unmaried"," School"," Private"," United-States"
22,9," Other-service"," Black"," Male",34," <=50K"," Unmaried"," School"," Private"," United-States"
63,13," Prof-specialty"," Asian-Pac-Islander"," Male",44," <=50K"," Maried"," Post-Graduate"," Gov"," Other"
67,13," Adm-clerical"," White"," Male",39," <=50K"," Maried"," School"," Gov"," United-States"
50,9," Prof-specialty"," White"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
50,12," Adm-clerical"," Black"," Female",39," >50K"," Maried"," Bachelors"," Gov"," Other"
43,14," Prof-specialty"," White"," Male",43," >50K"," Unmaried"," Post-Graduate"," Self employed"," Other"
33,12," Adm-clerical"," Black"," Female",44," <=50K"," Seperated"," Bachelors"," Private"," Other"
46,12," Craft-repair"," White"," Male",43," >50K"," Maried"," Bachelors"," Self employed"," United-States"
42,3," Other-service"," White"," Female",49," <=50K"," Seperated"," Assoc_Degree"," Private"," Other"
38,10," Machine-op-inspct"," Black"," Male",39," <=50K"," Maried"," School"," Gov"," United-States"
38,13," Prof-specialty"," Asian-Pac-Islander"," Male",62," <=50K"," Maried"," Post-Graduate"," Self employed"," Other"
22,8," Adm-clerical"," White"," Male",39," <=50K"," Seperated"," School"," Private"," United-States"
55,3," Machine-op-inspct"," White"," Female",35," <=50K"," Maried"," School"," Private"," Other"
41,12," Adm-clerical"," White"," Male",39," >50K"," Maried"," Assoc_Degree"," Private"," United-States"
33,8," Craft-repair"," White"," Male",44," <=50K"," Maried"," School"," Private"," United-States"
40,9," Prof-specialty"," White"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
33,12," Prof-specialty"," White"," Female",34," <=50K"," Unmaried"," Bachelors"," Gov"," United-States"
41,9," Exec-managerial"," Amer-Indian-Eskimo"," Female",30," >50K"," Maried"," School"," Self employed"," United-States"
47,9," Protective-serv"," Black"," Male",43," >50K"," Maried"," School"," Private"," United-States"
42,7," Machine-op-inspct"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
40,6," Other-service"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
48,9," Protective-serv"," White"," Female",39," <=50K"," Seperated"," School"," Gov"," United-States"
42,8," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
53,6," Sales"," Black"," Female",4," <=50K"," Maried"," School"," Private"," United-States"
39,10," Adm-clerical"," White"," Female",58," >50K"," Unmaried"," Assoc_Degree"," Self employed"," United-States"
28,12," Adm-clerical"," White"," Female",39," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
39,9," Sales"," Asian-Pac-Islander"," Female",33," <=50K"," Maried"," School"," Self employed"," Other"
71,12," Sales"," White"," Female",7," >50K"," Seperated"," Bachelors"," Self employed"," United-States"
19,10," Adm-clerical"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
35,9," Craft-repair"," Black"," Male",43," <=50K"," Maried"," School"," Private"," United-States"
39,9," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
43,12," Adm-clerical"," Other"," Female",34," >50K"," Maried"," Bachelors"," Gov"," United-States"
42,10," Sales"," White"," Male",43," >50K"," Seperated"," School"," Private"," United-States"
22,12," Adm-clerical"," White"," Male",39," <=50K"," Unmaried"," School"," Self employed"," United-States"
37,8," Handlers-cleaners"," White"," Male",39," <=50K"," Seperated"," School"," Private"," United-States"
38,8," Transport-moving"," White"," Male",39," >50K"," Maried"," School"," Self employed"," United-States"
45,3," Transport-moving"," Black"," Male",45," <=50K"," Maried"," School"," Private"," Other"
50,8," Sales"," White"," Male",44," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
30,13," Sales"," White"," Male",73," <=50K"," Maried"," Bachelors"," Self employed"," United-States"
24,9," Prof-specialty"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
31,9," Other-service"," White"," Male",39," >50K"," Seperated"," School"," Private"," United-States"
42,12," Prof-specialty"," Black"," Female",35," <=50K"," Maried"," Bachelors"," Gov"," United-States"
49,9," Adm-clerical"," White"," Female",19," <=50K"," Maried"," School"," Private"," United-States"
43,3," Farming-fishing"," White"," Male",61," >50K"," Maried"," School"," Self employed"," United-States"
46,9," Other-service"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
52,9," Adm-clerical"," White"," Male",54," <=50K"," Maried"," School"," Private"," United-States"
54,3," Transport-moving"," White"," Male",80," <=50K"," Maried"," School"," Private"," United-States"
34,9," Handlers-cleaners"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
46,13," Exec-managerial"," White"," Male",57," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
38,9," Sales"," White"," Male",58," <=50K"," Maried"," School"," Self employed"," United-States"
59,8," Farming-fishing"," White"," Male",56," <=50K"," Maried"," School"," Self employed"," United-States"
39,9," Transport-moving"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
46,9," Craft-repair"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
38,9," Protective-serv"," Black"," Male",39," >50K"," Maried"," School"," Private"," United-States"
42,9," Protective-serv"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
37,9," Craft-repair"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
62,13," Prof-specialty"," White"," Female",59," <=50K"," Unmaried"," Post-Graduate"," Gov"," United-States"
47,8," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Gov"," United-States"
27,8," Adm-clerical"," White"," Female",34," <=50K"," Unmaried"," School"," Private"," United-States"
21,6," Other-service"," White"," Female",18," <=50K"," Widowed"," School"," Private"," United-States"
42,10," Adm-clerical"," White"," Male",39," <=50K"," Seperated"," School"," Private"," Other"
36,8," Adm-clerical"," Black"," Female",49," <=50K"," Unmaried"," School"," Private"," United-States"
48,12," Prof-specialty"," White"," Female",49," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
36,3," Transport-moving"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
48,8," Exec-managerial"," Black"," Male",33," <=50K"," Maried"," School"," Self employed"," United-States"
21,8," Adm-clerical"," Other"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
53,3," Transport-moving"," White"," Male",44," <=50K"," Maried"," School"," Private"," United-States"
36,3," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Private"," Other"
38,9," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
54,12," Adm-clerical"," White"," Female",39," >50K"," Maried"," Assoc_Degree"," Gov"," United-States"
44,12," Prof-specialty"," White"," Female",40," >50K"," Seperated"," Bachelors"," Private"," United-States"
61,14," Prof-specialty"," White"," Male",42," >50K"," Maried"," Post-Graduate"," Private"," United-States"
26,12," Prof-specialty"," White"," Female",44," >50K"," Unmaried"," Bachelors"," Gov"," United-States"
55,15," Sales"," White"," Male",44," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
36,13," Exec-managerial"," Asian-Pac-Islander"," Female",49," >50K"," Maried"," Bachelors"," Private"," Other"
44,15," Machine-op-inspct"," White"," Male",44," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
47,9," Adm-clerical"," Black"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
30,10," Craft-repair"," White"," Female",43," <=50K"," Unmaried"," Assoc_Degree"," Gov"," United-States"
52,3," Transport-moving"," White"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
37,9," Machine-op-inspct"," Black"," Male",39," >50K"," Maried"," School"," Gov"," United-States"
40,8," Craft-repair"," Amer-Indian-Eskimo"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
47,10," Exec-managerial"," White"," Male",44," >50K"," Maried"," Assoc_Degree"," Private"," United-States"
22,9," Other-service"," Black"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
26,12," Adm-clerical"," White"," Female",39," >50K"," Maried"," Bachelors"," Private"," Other"
25,8," Exec-managerial"," Asian-Pac-Islander"," Male",56," <=50K"," Unmaried"," School"," Private"," United-States"
35,9," Sales"," Black"," Female",34," <=50K"," Maried"," School"," Gov"," United-States"
40,13," Prof-specialty"," Asian-Pac-Islander"," Female",35," <=50K"," Maried"," Post-Graduate"," Private"," Other"
49,14," Adm-clerical"," Black"," Female",39," <=50K"," Unmaried"," Post-Graduate"," Gov"," United-States"
17,7," Other-service"," White"," Male",30," <=50K"," Unmaried"," School"," Private"," United-States"
27,11," Other-service"," White"," Male",44," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
31,15," Prof-specialty"," White"," Female",40," <=50K"," Unmaried"," Post-Graduate"," Private"," United-States"
40,8," Sales"," White"," Male",49," >50K"," Maried"," School"," Gov"," United-States"
35,8," Sales"," Black"," Female",19," <=50K"," Seperated"," School"," Private"," United-States"
22,9," Handlers-cleaners"," Amer-Indian-Eskimo"," Male",39," >50K"," Maried"," School"," Private"," United-States"
15,6," Machine-op-inspct"," White"," Female",16," <=50K"," Seperated"," School"," Private"," United-States"
44,3," Machine-op-inspct"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
26,8," Handlers-cleaners"," Black"," Male",29," <=50K"," Unmaried"," School"," Gov"," United-States"
24,3," Other-service"," White"," Female",44," <=50K"," Seperated"," School"," Private"," Other"
69,15," Prof-specialty"," White"," Male",62," <=50K"," Unmaried"," Bachelors"," Self employed"," United-States"
37,9," Machine-op-inspct"," White"," Male",39," >50K"," Maried"," School"," Gov"," United-States"
30,12," Protective-serv"," Black"," Male",39," <=50K"," Maried"," Bachelors"," Private"," United-States"
42,14," Prof-specialty"," White"," Male",43," >50K"," Maried"," Bachelors"," Private"," Other"
42,13," Prof-specialty"," White"," Female",39," <=50K"," Seperated"," Post-Graduate"," Gov"," United-States"
24,9," Sales"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
56,9," Sales"," White"," Male",33," >50K"," Maried"," School"," Private"," United-States"
39,12," Sales"," White"," Male",39," >50K"," Maried"," Bachelors"," Self employed"," United-States"
61,9," Other-service"," White"," Male",61," <=50K"," Maried"," School"," Self employed"," United-States"
37,12," Adm-clerical"," White"," Female",68," <=50K"," Seperated"," Bachelors"," Private"," United-States"
38,12," Exec-managerial"," White"," Female",35," <=50K"," Seperated"," Bachelors"," Private"," United-States"
21,5," Machine-op-inspct"," White"," Female",51," <=50K"," Unmaried"," School"," Private"," United-States"
41,8," Machine-op-inspct"," White"," Male",39," <=50K"," Maried"," School"," Private"," Other"
51,16," Prof-specialty"," White"," Male",56," >50K"," Maried"," Post-Graduate"," Gov"," United-States"
36,9," Exec-managerial"," Amer-Indian-Eskimo"," Female",43," <=50K"," Seperated"," School"," Private"," United-States"
23,12," Prof-specialty"," White"," Female",39," <=50K"," Unmaried"," Bachelors"," Gov"," United-States"
23,9," Adm-clerical"," White"," Male",39," >50K"," Maried"," School"," Gov"," United-States"
37,9," Sales"," Other"," Male",29," <=50K"," Maried"," School"," Gov"," United-States"
37,9," Exec-managerial"," Other"," Male",39," >50K"," Maried"," School"," Gov"," United-States"
19,8," Exec-managerial"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
58,13," Transport-moving"," White"," Male",44," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
28,10," Prof-specialty"," White"," Female",44," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
28,13," Adm-clerical"," White"," Male",39," <=50K"," Seperated"," School"," Gov"," United-States"
26,10," Sales"," White"," Male",42," >50K"," Maried"," School"," Private"," United-States"
22,6," Craft-repair"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," Other"
27,9," Adm-clerical"," White"," Female",29," <=50K"," Seperated"," School"," Private"," United-States"
40,8," Machine-op-inspct"," Amer-Indian-Eskimo"," Male",30," <=50K"," Seperated"," School"," Private"," Other"
40,10," Adm-clerical"," White"," Female",34," <=50K"," Unmaried"," School"," Private"," United-States"
19,10," Adm-clerical"," White"," Female",29," <=50K"," Seperated"," School"," Gov"," United-States"
20,9," Other-service"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," Other"
44,12," Prof-specialty"," White"," Female",39," <=50K"," Widowed"," Assoc_Degree"," Private"," United-States"
25,9," Craft-repair"," Black"," Male",39," <=50K"," Unmaried"," School"," Self employed"," United-States"
51,3," Sales"," Amer-Indian-Eskimo"," Male",44," <=50K"," Seperated"," School"," Private"," United-States"
71,9," Sales"," White"," Male",55," <=50K"," Maried"," School"," Self employed"," Other"
42,8," Machine-op-inspct"," White"," Female",39," <=50K"," Widowed"," School"," Private"," United-States"
18,9," Other-service"," Black"," Female",21," <=50K"," Unmaried"," School"," Private"," United-States"
46,9," Prof-specialty"," White"," Male",49," >50K"," Maried"," School"," Self employed"," United-States"
45,8," Other-service"," White"," Female",43," <=50K"," Widowed"," School"," Private"," United-States"
25,12," Prof-specialty"," Black"," Male",40," >50K"," Unmaried"," Bachelors"," Gov"," United-States"
42,9," Other-service"," White"," Female",40," >50K"," Seperated"," School"," Private"," United-States"
50,14," Prof-specialty"," White"," Male",49," >50K"," Maried"," Bachelors"," Private"," United-States"
56,4," Farming-fishing"," White"," Male",68," <=50K"," Maried"," School"," Self employed"," United-States"
36,8," Craft-repair"," White"," Female",44," <=50K"," Maried"," School"," Private"," United-States"
25,7," Other-service"," White"," Female",20," <=50K"," Unmaried"," School"," Private"," United-States"
40,9," Machine-op-inspct"," Black"," Female",35," <=50K"," Seperated"," School"," Private"," United-States"
29,9," Adm-clerical"," Asian-Pac-Islander"," Female",30," <=50K"," Seperated"," School"," Gov"," Other"
36,8," Other-service"," White"," Female",39," >50K"," Seperated"," School"," Private"," United-States"
16,10," Adm-clerical"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
41,10," Sales"," White"," Male",44," >50K"," Maried"," School"," Private"," United-States"
40,9," Craft-repair"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
23,6," Sales"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
16,7," Other-service"," White"," Female",18," <=50K"," Unmaried"," School"," Private"," United-States"
24,12," Adm-clerical"," Black"," Female",39," <=50K"," Unmaried"," Assoc_Degree"," Gov"," United-States"
54,10," Prof-specialty"," White"," Male",45," >50K"," Maried"," Assoc_Degree"," Private"," United-States"
38,10," Other-service"," White"," Female",30," <=50K"," Seperated"," School"," Self employed"," United-States"
19,9," Farming-fishing"," White"," Female",7," <=50K"," Unmaried"," School"," Gov"," United-States"
36,3," Handlers-cleaners"," White"," Female",56," <=50K"," Unmaried"," School"," Unemployed"," United-States"
22,8," Other-service"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
52,12," Prof-specialty"," Asian-Pac-Islander"," Male",49," <=50K"," Maried"," Bachelors"," Gov"," United-States"
40,16," Prof-specialty"," White"," Male",21," >50K"," Maried"," Post-Graduate"," Gov"," United-States"
69,4," Farming-fishing"," White"," Male",29," <=50K"," Unmaried"," School"," Self employed"," United-States"
38,8," Craft-repair"," White"," Male",42," >50K"," Maried"," School"," Private"," United-States"
45,8," Other-service"," Black"," Female",34," <=50K"," Seperated"," School"," Private"," United-States"
33,12," Prof-specialty"," White"," Male",39," >50K"," Maried"," Bachelors"," Gov"," United-States"
46,13," Exec-managerial"," White"," Male",43," >50K"," Maried"," School"," Private"," United-States"
32,9," Sales"," White"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
45,3," Transport-moving"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
30,12," Sales"," Black"," Male",39," <=50K"," Seperated"," School"," Private"," United-States"
44,10," Handlers-cleaners"," White"," Male",48," <=50K"," Seperated"," School"," Private"," United-States"
59,9," Craft-repair"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
43,10," Adm-clerical"," Black"," Female",29," <=50K"," Widowed"," School"," Private"," United-States"
43,12," Prof-specialty"," White"," Male",50," <=50K"," Maried"," Bachelors"," Self employed"," United-States"
27,12," Adm-clerical"," White"," Female",44," <=50K"," Seperated"," Assoc_Degree"," Without-pay"," United-States"
47,3," Machine-op-inspct"," Black"," Male",40," <=50K"," Maried"," School"," Private"," Other"
51,16," Prof-specialty"," White"," Male",39," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
16,10," Other-service"," Black"," Female",29," <=50K"," Maried"," School"," Private"," United-States"
74,10," Exec-managerial"," White"," Female",45," <=50K"," Unmaried"," School"," Self employed"," United-States"
24,8," Machine-op-inspct"," Asian-Pac-Islander"," Male",57," <=50K"," Unmaried"," Bachelors"," Self employed"," Other"
32,10," Machine-op-inspct"," Black"," Female",40," <=50K"," Seperated"," Assoc_Degree"," Private"," United-States"
25,12," Adm-clerical"," White"," Female",58," <=50K"," Seperated"," Bachelors"," Gov"," United-States"
27,11," Craft-repair"," Black"," Female",39," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
21,5," Adm-clerical"," White"," Female",30," <=50K"," Maried"," School"," Gov"," United-States"
46,9," Adm-clerical"," White"," Female",33," <=50K"," Maried"," School"," Private"," United-States"
23,7," Other-service"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
30,10," Adm-clerical"," White"," Male",35," >50K"," Seperated"," School"," Self employed"," United-States"
47,8," Craft-repair"," White"," Male",55," <=50K"," Maried"," School"," Private"," United-States"
16,10," Tech-support"," White"," Male",29," <=50K"," Unmaried"," School"," Private"," United-States"
40,10," Craft-repair"," White"," Male",39," >50K"," Maried"," School"," Gov"," United-States"
19,8," Other-service"," Black"," Female",39," <=50K"," Unmaried"," School"," Gov"," United-States"
44,12," Craft-repair"," White"," Male",39," >50K"," Maried"," Bachelors"," Private"," United-States"
28,11," Craft-repair"," White"," Male",39," <=50K"," Seperated"," Assoc_Degree"," Private"," United-States"
25,12," Exec-managerial"," Black"," Male",70," <=50K"," Maried"," Bachelors"," Self employed"," United-States"
44,12," Adm-clerical"," White"," Female",39," >50K"," Maried"," Bachelors"," Private"," United-States"
23,9," Prof-specialty"," White"," Male",29," <=50K"," Unmaried"," School"," Gov"," United-States"
69,12," Sales"," White"," Male",69," >50K"," Maried"," Bachelors"," Private"," United-States"
46,8," Adm-clerical"," White"," Female",39," <=50K"," Seperated"," School"," Gov"," United-States"
26,8," Sales"," White"," Male",39," <=50K"," Unmaried"," School"," Self employed"," United-States"
29,10," Prof-specialty"," White"," Male",39," <=50K"," Maried"," Assoc_Degree"," Self employed"," United-States"
44,9," Transport-moving"," Black"," Male",34," <=50K"," Maried"," School"," Self employed"," United-States"
39,3," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
23,6," Other-service"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
45,13," Sales"," White"," Male",39," <=50K"," Maried"," Post-Graduate"," Gov"," United-States"
46,13," Exec-managerial"," Asian-Pac-Islander"," Male",59," <=50K"," Maried"," Post-Graduate"," Self employed"," Other"
50,6," Sales"," White"," Female",49," <=50K"," Widowed"," School"," Self employed"," United-States"
40,9," Handlers-cleaners"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
43,9," Adm-clerical"," White"," Male",24," >50K"," Maried"," School"," Self employed"," United-States"
25,5," Craft-repair"," White"," Female",30," <=50K"," Unmaried"," School"," Private"," United-States"
23,9," Other-service"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
